  25190     -0.0865      0.0010     -0.0288      0.0011   7517.0
  25196     -0.0832      0.0023     -0.0351      0.0024   1419.0
  25197     -0.0823      0.0020     -0.0319      0.0019   2103.0
  25198     -0.0848      0.0007     -0.0310     -0.0007  18015.0
  25199     -1.3856      0.3077     -0.0063      0.0124   -108.0
  25200     -0.0820      0.0010     -0.0294     -0.0010   7834.0
  25202     -0.0480      0.0018     -0.0407      0.0019   2571.0
  25204     -0.0492      0.0038     -2.8689      0.6068   -435.0
  25205     -0.1104      0.0076     -0.0212      0.0016   3213.0
  25211     -2.3239      0.0992     -3.0438      0.0622   -667.0
  25212     -0.0440      0.0010     -0.0299      0.0009   9528.0
  25214     -0.0439      0.0008     -0.0293      0.0008  14050.0
  25220     -4.0013      0.0883     -3.0357      0.0784   -598.0
  25221     -2.8321      0.0742      0.0473      0.0093   -335.0
  25223     -0.0527      0.0024     -0.0302      0.0080   1461.0
  25224     -0.0551     -0.0007     -0.0302     -0.0007  19720.0
  25225     -0.0525      0.0017     -0.0349      0.0017   2988.0
  25228     -0.0536      0.0021     -0.0316      0.0021   2013.0
  25237     -0.0527      0.0020     -0.0313      0.0019   2067.0
  25238     -0.0577      0.0008     -0.0322      0.0008  13107.0
  25243     -0.0543      0.0005     -0.0320     -0.0005  37943.0
  25244     -0.0567      0.0007     -0.0331      0.0007  19324.0
  25246     -2.2784      1.6601     -0.0344      0.0046   -361.0
  25247     -0.0530     -0.0006     -0.0339     -0.0006  27735.0
  25269     -0.0839      0.0033     -0.0333     -0.0013   5213.0
  25270     -0.0519      0.0011     -0.0317      0.0011   7391.0
  25271     -0.0521      0.0008     -0.0325      0.0008  12606.0
  25279     -0.0541      0.0008     -0.0296      0.0008  14876.0
  25280     -0.0555      0.0013     -0.1089      0.0098   4739.0
  25281     -0.0509      0.0012     -0.0295      0.0012   5830.0
  25282     -0.0552      0.0008     -0.0305      0.0008  12640.0
  25291     -4.0239      0.0887     -4.1957      0.0791   -667.0
  25292     -0.0586      0.0016     -0.0339      0.0017   2953.0
  25304     -0.0598      0.0017     -0.0351      0.0017   2953.0
  25305     -2.5180      0.0851     13.0297      2.9952   -448.0
  25310  -9999.0000    -73.0541    355.8163     57.4765   -187.0
  25311     -4.2140      0.2042     22.0420     36.9558   -257.0
  25312     -0.0600      0.0020     -0.0326      0.0018   2447.0
  25313     -0.0521      0.0028      0.0357      0.0105    977.0
  25316     -0.0592     -0.0006     -0.0315     -0.0006  22471.0
  25317     -0.0650      0.0013     -0.0314      0.0007  16775.0
  25318     -0.0597      0.0028     -2.3678      0.0459   -998.0
  25319     -0.0583      0.0008     -0.0323      0.0008  13394.0
  25320     -0.0544      0.0035     -2.5612      0.1017   -738.0
  25324    467.7913     36.9476     -4.5553      0.2830   -239.0
  25336      2.7353      1.0797     36.9577     13.7258    -85.0
  25344      2.7548      0.2698     -0.1852      1.2865    -21.0
  25345     -0.0556      0.0038     -3.0257      0.0849   -446.0
  25346     -0.0586      0.0015     -0.0668      0.0050   2944.0
  25352     -0.0485      0.0012     -0.0343      0.0012   4806.0
  25353      0.0161      0.0013     -0.0335      0.0011   5465.0
  25354      0.0592      0.0010     -0.0338      0.0010   7227.0
  25360      0.0616      0.0025    -14.0476    -46.4009   -861.0
  25368     -0.0306      0.0009     -0.0360      0.0008  10918.0
  25371      0.0378      0.0028     -0.0331      0.0017   2240.0
  25372      0.0495      0.0019     -0.0329      0.0018   2171.0
  25377      0.0036     -0.0015     -0.0592      0.0050   4380.0
  25378      0.0395     -0.0011     -0.0367      0.0010   6509.0
  25379      0.0420     -0.0014      0.0217      0.0054   3358.0
  25380      0.0411      0.0012     -0.0350      0.0011   5574.0
  25386     -1.4021      0.5314     -2.1214      0.0710   -799.0
  25387     -0.0578      0.0008     -0.0278      0.0008  12765.0
  25388     -0.0527     -0.0006     -0.0287     -0.0006  22424.0
  25393     -0.0488      0.0016     -0.0286      0.0016   2669.0
  25393     -0.0488      0.0016     -0.0286      0.0016   2669.0
  25394     -0.0332     -0.0014     -0.0297      0.0013   4040.0
  25396     -0.0304     -0.0062      0.0029      0.0047   1318.0
  25397     -0.0281     -0.0012     -0.0301     -0.0011   5020.0
  25400     -0.0265      0.0021     -0.0229      0.0035   1574.0
  25403     -1.9750      0.6247     37.1198     19.5283    -30.0
  25404     -2.5624      0.0960     -4.7536      0.1340   -832.0
  25405      2.7198      0.2760     -3.8635      0.3343   -116.0
  25410     -0.0591      0.0020     -0.0283      0.0018   1839.0
  25415     31.2414     28.9783     -3.1652      0.2448    -91.0
  25416     -3.5409      0.0703     -2.6517      0.0461   -745.0
  25419     -0.0530      0.0011     -0.0383      0.0042   6174.0
  25420     -0.0497      0.0011     -0.0315      0.0011   6337.0
  25421     -0.0510      0.0012     -0.0303      0.0011   5253.0
  25431     -0.0574      0.0010     -0.0298      0.0010   7664.0
  25432     -0.0500      0.0021     -1.7621      0.0627  -1876.0
  25437     -0.0450      0.0018     -0.7498      0.0238  -2435.0
  25438     -6.0626      0.3096     -0.0243      0.0069   -370.0
  25439     -0.0540      0.0035      3.3657      0.1320   -391.0
  25440     -0.0478      0.0019     -1.9011      0.0359  -2003.0
  25441     -0.0496      0.0015     -0.0282     -0.0015   3301.0
  25443     -0.0504      0.0017     -0.0959      0.0063   2680.0
  25448     -0.0497      0.0010     -0.0281      0.0009   8198.0
  25456     -0.0477      0.0008     -0.0294     -0.0007  13011.0
  25459     -0.0491      0.0016     -0.0284      0.0015   2802.0
  25461     -0.0502      0.0009     -0.0283      0.0009   9534.0
